title,venue,year,author,volume,url
Stealthy and Persistent Unalignment on Large Language Models via Backdoor Injections.,CoRR,2023,"Yuanpu Cao, Bochuan Cao, Jinghui Chen",abs/2312.00027,https://doi.org/10.48550/arXiv.2312.00027
Steganography for Neural Radiance Fields by Backdooring.,CoRR,2023,"Weina Dong, Jia Liu, Yan Ke, Lifeng Chen, Wenquan Sun, Xiaozhong Pan",abs/2309.10503,https://doi.org/10.48550/arXiv.2309.10503
Synthesizing Physical Backdoor Datasets: An Automated Framework Leveraging Deep Generative Models.,CoRR,2023,"Sze Jue Yang, Chinh D. La, Quang H. Nguyen, Eugene Bagdasaryan, Kok-Seng Wong, Anh Tuan Tran, Chee Seng Chan, Khoa D. Doan",abs/2312.03419,https://doi.org/10.48550/arXiv.2312.03419
TARGET: Template-Transferable Backdoor Attack Against Prompt-based NLP Models via GPT4.,CoRR,2023,"Zihao Tan, Qingliang Chen, Yongjian Huang, Chen Liang",abs/2311.17429,https://doi.org/10.48550/arXiv.2311.17429
Tabdoor: Backdoor Vulnerabilities in Transformer-based Neural Networks for Tabular Data.,CoRR,2023,"Bart Pleiter, Behrad Tajalli, Stefanos Koffas, Gorka Abad, Jing Xu, Martha A. Larson, Stjepan Picek",abs/2311.07550,https://doi.org/10.48550/arXiv.2311.07550
Test-Time Adaptation for Backdoor Defense.,CoRR,2023,"Jiyang Guan, Jian Liang, Ran He 0001",abs/2308.06107,https://doi.org/10.48550/arXiv.2308.06107
Test-time Backdoor Mitigation for Black-Box Large Language Models with Defensive Demonstrations.,CoRR,2023,"Wenjie Mo, Jiashu Xu, Qin Liu, Jiongxiao Wang, Jun Yan, Chaowei Xiao, Muhao Chen",abs/2311.09763,https://doi.org/10.48550/arXiv.2311.09763
TextGuard: Provable Defense against Backdoor Attacks on Text Classification.,CoRR,2023,"Hengzhi Pei, Jinyuan Jia, Wenbo Guo 0002, Bo Li 0026, Dawn Song",abs/2311.11225,https://doi.org/10.48550/arXiv.2311.11225
Towards Invisible Backdoor Attacks in the Frequency Domain against Deep Neural Networks.,CoRR,2023,"Xinrui Liu, Yajie Wang, Yu-An Tan 0001, Kefan Qiu, Yuanzhang Li",abs/2305.10596,https://doi.org/10.48550/arXiv.2305.10596
Towards Sample-specific Backdoor Attack with Clean Labels via Attribute Trigger.,CoRR,2023,"Yiming Li 0004, Mingyan Zhu, Junfeng Guo, Tao Wei, Shu-Tao Xia, Zhan Qin",abs/2312.04584,https://doi.org/10.48550/arXiv.2312.04584
Towards Stealthy Backdoor Attacks against Speech Recognition via Elements of Sound.,CoRR,2023,"Hanbo Cai, Pengcheng Zhang, Hai Dong, Yan Xiao 0002, Stefanos Koffas, Yiming Li",abs/2307.08208,https://doi.org/10.48550/arXiv.2307.08208
UOR: Universal Backdoor Attacks on Pre-trained Language Models.,CoRR,2023,"Wei Du, Peixuan Li, Boqun Li, Haodong Zhao, Gongshen Liu",abs/2305.09574,https://doi.org/10.48550/arXiv.2305.09574
UltraClean: A Simple Framework to Train Robust Neural Networks against Backdoor Attacks.,CoRR,2023,"Bingyin Zhao, Yingjie Lao",abs/2312.10657,https://doi.org/10.48550/arXiv.2312.10657
Universal Adversarial Backdoor Attacks to Fool Vertical Federated Learning in Cloud-Edge Collaboration.,CoRR,2023,"Peng Chen, Xin Du, Zhihui Lu 0002, Hongfeng Chai",abs/2304.11432,https://doi.org/10.48550/arXiv.2304.11432
Universal Backdoor Attacks.,CoRR,2023,"Benjamin Schneider, Nils Lukas, Florian Kerschbaum",abs/2312.00157,https://doi.org/10.48550/arXiv.2312.00157
Universal Jailbreak Backdoors from Poisoned Human Feedback.,CoRR,2023,"Javier Rando, Florian Tramèr",abs/2311.14455,https://doi.org/10.48550/arXiv.2311.14455
Universal Soldier: Using Universal Adversarial Perturbations for Detecting Backdoor Attacks.,CoRR,2023,"Xiaoyun Xu, Oguzhan Ersoy, Stjepan Picek",abs/2302.00747,https://doi.org/10.48550/arXiv.2302.00747
WaveAttack: Asymmetric Frequency Obfuscation-based Backdoor Attacks Against Deep Neural Networks.,CoRR,2023,"Jun Xia, Zhihao Yue, Yingbo Zhou, Zhiwei Ling, Xian Wei, Mingsong Chen",abs/2310.11595,https://doi.org/10.48550/arXiv.2310.11595
You Can Backdoor Personalized Federated Learning.,CoRR,2023,"Tiandi Ye, Cen Chen, Yinggui Wang, Xiang Li 0067, Ming Gao 0001",abs/2307.15971,https://doi.org/10.48550/arXiv.2307.15971
Zero-Day Backdoor Attack against Text-to-Image Diffusion Models via Personalization.,CoRR,2023,"Yihao Huang 0001, Qing Guo 0005, Felix Juefei-Xu",abs/2305.10701,https://doi.org/10.48550/arXiv.2305.10701
ADFL: Defending backdoor attacks in federated learning via adversarial distillation.,Comput. Secur.,2023,"Chengcheng Zhu, Jiale Zhang, Xiaobing Sun 0001, Bing Chen 0002, Weizhi Meng 0001",132,https://doi.org/10.1016/j.cose.2023.103366
"DIHBA: Dynamic, invisible and high attack success rate boundary backdoor attack with low poison ratio.",Comput. Secur.,2023,"Binhao Ma, Can Zhao, Dejun Wang, Bo Meng",129,https://doi.org/10.1016/j.cose.2023.103212
LR-BA: Backdoor attack against vertical federated learning using local latent representations.,Comput. Secur.,2023,"Yuhao Gu, Yuebin Bai",129,https://doi.org/10.1016/j.cose.2023.103193
Object-free backdoor attack and defense on semantic segmentation.,Comput. Secur.,2023,"Jiaoze Mao, Yaguan Qian, Jianchang Huang, Zejie Lian, Renhui Tao, Bin Wang 0062, Wei Wang 0012, Tengteng Yao",132,https://doi.org/10.1016/j.cose.2023.103365
SCFL: Mitigating backdoor attacks in federated learning based on SVD and clustering.,Comput. Secur.,2023,"Yongkang Wang, Di-Hua Zhai, Yuanqing Xia",133,https://doi.org/10.1016/j.cose.2023.103414
Towards Backdoor Attacks and Defense in Robust Machine Learning Models.,Comput. Secur.,2023,"Ezekiel O. Soremekun, Sakshi Udeshi, Sudipta Chattopadhyay 0001",127,https://doi.org/10.1016/j.cose.2023.103101
A New Idea for RSA Backdoors.,Cryptogr.,2023,,7,https://doi.org/10.3390/cryptography7030045
DLP: towards active defense against backdoor attacks with decoupled learning process.,Cybersecur.,2023,"Zonghao Ying, Bin Wu 0011",6,https://doi.org/10.1186/s42400-023-00141-4
NBA: defensive distillation for backdoor removal via neural behavior alignment.,Cybersecur.,2023,"Zonghao Ying, Bin Wu 0011",6,https://doi.org/10.1186/s42400-023-00154-z
Don&apos;t Knock! Rowhammer at the Backdoor of DNN Models.,DSN,2023,"M. Caner Tol, Saad Islam, Andrew J. Adiletta, Berk Sunar, Ziming Zhang",,https://doi.org/10.1109/DSN58367.2023.00023
Invisible Backdoor Attacks Using Data Poisoning in Frequency Domain.,ECAI,2023,"Chang Yue, Peizhuo Lv, Ruigang Liang, Kai Chen 0012",,https://doi.org/10.3233/FAIA230610
XGBD: Explanation-Guided Graph Backdoor Detection.,ECAI,2023,"Zihan Guan 0001, Mengnan Du, Ninghao Liu",,https://doi.org/10.3233/FAIA230363
Practical and General Backdoor Attacks Against Vertical Federated Learning.,ECML/PKDD,2023,"Yuexin Xuan, Xiaojun Chen 0004, Zhendong Zhao, Bisheng Tang, Ye Dong",,https://doi.org/10.1007/978-3-031-43415-0_24
Attention-Enhancing Backdoor Attacks Against BERT-based Models.,EMNLP,2023,"Weimin Lyu, Songzhu Zheng, Lu Pang 0006, Haibin Ling, Chao Chen 0012",,https://doi.org/10.18653/v1/2023.findings-emnlp.716
Large Language Models Are Better Adversaries: Exploring Generative Clean-Label Backdoor Attacks Against Text Classifiers.,EMNLP,2023,"Wencong You, Zayd Hammoudeh, Daniel Lowd",,https://doi.org/10.18653/v1/2023.findings-emnlp.833
Mitigating Backdoor Poisoning Attacks through the Lens of Spurious Correlation.,EMNLP,2023,"Xuanli He, Qiongkai Xu, Jun Wang 0126, Benjamin I. P. Rubinstein, Trevor Cohn",,https://doi.org/10.18653/v1/2023.emnlp-main.60
Prompt as Triggers for Backdoor Attack: Examining the Vulnerability in Language Models.,EMNLP,2023,"Shuai Zhao, Jinming Wen, Anh Tuan Luu, Junbo Zhao, Jie Fu",,https://doi.org/10.18653/v1/2023.emnlp-main.757
Backdoor Attacks Leveraging Latent Representation in Competitive Learning.,ESORICS Workshops,2023,"Kazuki Iwahana, Naoto Yanai, Toru Fujiwara",,https://doi.org/10.1007/978-3-031-54129-2_41
A Textual Backdoor Defense Method Based on Deep Feature Classification.,Entropy,2023,"Kun Shao, Jun-an Yang, Pengjiang Hu, Xiaoshuai Li",25,https://doi.org/10.3390/e25020220
Backdoor Attack against Face Sketch Synthesis.,Entropy,2023,"Shengchuan Zhang, Suhang Ye",25,https://doi.org/10.3390/e25070974
Watermarking Graph Neural Networks based on Backdoor Attacks.,EuroS&amp;P,2023,"Jing Xu, Stefanos Koffas, Oguzhan Ersoy, Stjepan Picek",,https://doi.org/10.1109/EuroSP57164.2023.00072
A defense method against backdoor attacks on neural networks.,Expert Syst. Appl.,2023,"Sara Kaviani, Samaneh Shamshiri, Insoo Sohn",213,https://doi.org/10.1016/j.eswa.2022.118990
Backdoor Mitigation in Deep Neural Networks via Strategic Retraining.,FM,2023,"Akshay Dhonthi, Ernst Moritz Hahn, Vahid Hashemi",,https://doi.org/10.1007/978-3-031-27481-7_37
An Investigation of Recent Backdoor Attacks and Defenses in Federated Learning.,FMEC,2023,"Qiuxian Chen, Yizheng Tao",,https://doi.org/10.1109/FMEC59375.2023.10306127
Genetic Algorithm-Based Dynamic Backdoor Attack on Federated Learning-Based Network Traffic Classification.,FMEC,2023,"Mahmoud Nazzal, Nura Aljaafari, Ahmad H. Sawalmeh, Abdallah Khreishah, Muhammad Anan, Abdulelah Abdallah Algosaibi, Mohammed Alnaeem, Adel Aldalbahi, Abdulaziz Alhumam, Conrado P. Vizcarra, Shadan Alhamed",,https://doi.org/10.1109/FMEC59375.2023.10306137
An adaptive robust defending algorithm against backdoor attacks in federated learning.,Future Gener. Comput. Syst.,2023,"Yongkang Wang, Di-Hua Zhai, Yongping He, Yuanqing Xia",143,https://doi.org/10.1016/j.future.2023.01.026
Backdoor Attacks Against Deep Learning-Based Massive MIMO Localization.,GLOBECOM,2023,"Tianya Zhao, Xuyu Wang, Shiwen Mao",,https://doi.org/10.1109/GLOBECOM54140.2023.10437534
Backdoor Attacks on Multi-Agent Reinforcement Learning-based Spectrum Management.,GLOBECOM,2023,"Hongyi Zhang, Mingqian Liu, Yunfei Chen 0001",,https://doi.org/10.1109/GLOBECOM54140.2023.10437779
Knowledge Distillation Based Defense for Audio Trigger Backdoor in Federated Learning.,GLOBECOM,2023,"Yu-Wen Chen, Bo-Hsu Ke, Bozhong Chen, Si-Rong Chiu, Chun-Wei Tu, Jian-Jhih Kuo",,https://doi.org/10.1109/GLOBECOM54140.2023.10437601
PBE-Plan: Periodic Backdoor Erasing Plan for Trustworthy Federated Learning.,HPCC/DSS/SmartCity/DependSys,2023,"Bei Chen, Gaolei Li, Mingzhe Chen, Yuchen Liu, Xiaoyu Yi 0003, Jianhua Li 0001",,https://doi.org/10.1109/HPCC-DSS-SmartCity-DependSys60770.2023.00016
Black-Box Graph Backdoor Defense.,ICA3PP,2023,"Xiao Yang, Gaolei Li, Xiaoyi Tao, Chaofeng Zhang, Jianhua Li",,https://doi.org/10.1007/978-981-97-0808-6_10
Fully Hidden Dynamic Trigger Backdoor Attacks.,ICAART,2023,"Shintaro Narisada, Seira Hidano, Kazuhide Fukushima",,https://doi.org/10.5220/0011617800003393
An Empirical Study of Backdoor Attacks on Masked Auto Encoders.,ICASSP,2023,"Shuli Zhuang, Pengfei Xia, Bin Li",,https://doi.org/10.1109/ICASSP49357.2023.10095201
BATT: Backdoor Attack with Transformation-Based Triggers.,ICASSP,2023,"Tong Xu, Yiming Li 0004, Yong Jiang 0001, Shu-Tao Xia",,https://doi.org/10.1109/ICASSP49357.2023.10096034
Backdoor Attack Against Automatic Speaker Verification Models in Federated Learning.,ICASSP,2023,"Dan Meng, Xue Wang, Jun Wang",,https://doi.org/10.1109/ICASSP49357.2023.10094675
Backdoor Defense via Suppressing Model Shortcuts.,ICASSP,2023,"Sheng Yang, Yiming Li 0004, Yong Jiang 0001, Shu-Tao Xia",,https://doi.org/10.1109/ICASSP49357.2023.10097220
BadRes: Reveal the Backdoors Through Residual Connection.,ICASSP,2023,"Mingrui He, Tianyu Chen, Haoyi Zhou, Shanghang Zhang, Jianxin Li 0002",,https://doi.org/10.1109/ICASSP49357.2023.10094691
Going in Style: Audio Backdoors Through Stylistic Transformations.,ICASSP,2023,"Stefanos Koffas, Luca Pajola, Stjepan Picek, Mauro Conti",,https://doi.org/10.1109/ICASSP49357.2023.10096332
Measure and Countermeasure of the Capsulation Attack Against Backdoor-Based Deep Neural Network Watermarks.,ICASSP,2023,"Fang-Qi Li, Shi-Lin Wang, Yun Zhu",,https://doi.org/10.1109/ICASSP49357.2023.10096448
NCL: Textual Backdoor Defense Using Noise-Augmented Contrastive Learning.,ICASSP,2023,"Shengfang Zhai, Qingni Shen, Xiaoyi Chen, Weilong Wang, Cong Li, Yuejian Fang, Zhonghai Wu",,https://doi.org/10.1109/ICASSP49357.2023.10095007
QTROJAN: A Circuit Backdoor Against Quantum Neural Networks.,ICASSP,2023,"Cheng Chu, Lei Jiang 0001, Martin Swany, Fan Chen 0001",,https://doi.org/10.1109/ICASSP49357.2023.10096293
Training Set Cleansing of Backdoor Poisoning by Self-Supervised Representation Learning.,ICASSP,2023,"Hang Wang, Sahar Karami, Ousmane Dia, Hippolyt Ritter, Ehsan Emamjomeh-Zadeh, Jiahui Chen, Zhen Xiang, David J. Miller 0001, George Kesidis",,https://doi.org/10.1109/ICASSP49357.2023.10097244
Untargeted Backdoor Attack Against Object Detection.,ICASSP,2023,"Chengxiao Luo, Yiming Li 0004, Yong Jiang 0001, Shu-Tao Xia",,https://doi.org/10.1109/ICASSP49357.2023.10095980
FedMC: Federated Learning with Mode Connectivity Against Distributed Backdoor Attacks.,ICC,2023,"Weiqi Wang, Chenhan Zhang, Shushu Liu, Mingjian Tang 0002, An Liu 0002, Shui Yu 0001",,https://doi.org/10.1109/ICC45041.2023.10278903
Successive Interference Cancellation Based Defense for Trigger Backdoor in Federated Learning.,ICC,2023,"Yu-Wen Chen, Bo-Hsu Ke, Bozhong Chen, Si-Rong Chiu, Chun-Wei Tu, Jian-Jhih Kuo",,https://doi.org/10.1109/ICC45041.2023.10278979
Towards Defending Adaptive Backdoor Attacks in Federated Learning.,ICC,2023,"Han Yang, Dongbing Gu, Jianhua He",,https://doi.org/10.1109/ICC45041.2023.10279267
Random Location Poisoning Backdoor Attack Against Automatic Modulation Classification in Wireless Networks.,ICCC,2023,"Zixin Li, Hang Jiang, Sicheng Zhang, Wei Xiang, Yun Lin",,https://doi.org/10.1109/ICCC57788.2023.10233544
Stealthy Backdoor Attack on RF Signal Classification.,ICCCN,2023,"Tianming Zhao 0001, Zijie Tang, Tianfang Zhang, Huy Phan, Yan Wang 0003, Cong Shi 0004, Bo Yuan 0001, Yingying Chen 0001",,https://doi.org/10.1109/ICCCN58024.2023.10230152
Invisible Encoded Backdoor attack on DNNs using Conditional GAN.,ICCE,2023,"Iram Arshad, Yuansong Qiao, Brian Lee 0001, Yuhang Ye",,https://doi.org/10.1109/ICCE56470.2023.10043484
Countermeasure against Backdoor Attack for Deep Learning-Based Phishing Detection.,ICCE-Taiwan,2023,"Koko Nishiura, Tomotaka Kimura, Jun Cheng 0001",,https://doi.org/10.1109/ICCE-Taiwan58799.2023.10226938
An Embarrassingly Simple Backdoor Attack on Self-supervised Learning.,ICCV,2023,"Changjiang Li, Ren Pang, Zhaohan Xi, Tianyu Du, Shouling Ji, Yuan Yao 0001, Ting Wang",,https://doi.org/10.1109/ICCV51070.2023.00403
Beating Backdoor Attack at Its Own Game.,ICCV,2023,"Min Liu, Alberto L. Sangiovanni-Vincentelli, Xiangyu Yue",,https://doi.org/10.1109/ICCV51070.2023.00426
Computation and Data Efficient Backdoor Attacks.,ICCV,2023,"Yutong Wu 0009, Xingshuo Han, Han Qiu 0001, Tianwei Zhang 0004",,https://doi.org/10.1109/ICCV51070.2023.00443
Enhancing Fine-Tuning based Backdoor Defense with Sharpness-Aware Minimization.,ICCV,2023,"Mingli Zhu, Shaokui Wei, Li Shen 0008, Yanbo Fan, Baoyuan Wu",,https://doi.org/10.1109/ICCV51070.2023.00412
Multi-metrics adaptively identifies backdoors in Federated learning.,ICCV,2023,"Siquan Huang, Yijiang Li, Chong Chen, Leyu Shi, Ying Gao 0004",,https://doi.org/10.1109/ICCV51070.2023.00429
PolicyCleanse: Backdoor Detection and Mitigation for Competitive Reinforcement Learning.,ICCV,2023,"Junfeng Guo, Ang Li, Lixu Wang, Cong Liu 0005",,https://doi.org/10.1109/ICCV51070.2023.00433
Rickrolling the Artist: Injecting Backdoors into Text Encoders for Text-to-Image Synthesis.,ICCV,2023,"Lukas Struppek, Dominik Hintersdorf, Kristian Kersting",,https://doi.org/10.1109/ICCV51070.2023.00423
TIJO: Trigger Inversion with Joint Optimization for Defending Multimodal Backdoored Models.,ICCV,2023,"Indranil Sur, Karan Sikka, Matthew Walmer, Kaushik Koneripalli, Anirban Roy, Xiao Lin, Ajay Divakaran, Susmit Jha",,https://doi.org/10.1109/ICCV51070.2023.00022
The Perils of Learning From Unlabeled Data: Backdoor Attacks on Semi-supervised Learning.,ICCV,2023,"Virat Shejwalkar, Lingjuan Lyu, Amir Houmansadr",,https://doi.org/10.1109/ICCV51070.2023.00436
ScanFed: Scalable Behavior-Based Backdoor Detection in Federated Learning.,ICDCS,2023,"Rui Ning, Jiang Li, Chunsheng Xin, Chonggang Wang, Xu Li, Robert Gazda, Jin-Hee Cho, Hongyi Wu",,https://doi.org/10.1109/ICDCS57875.2023.00011
Backdoor Learning on Siamese Networks Using Physical Triggers: FaceNet as a Case Study.,ICDF2C,2023,"Zeshan Pang, Yuyuan Sun, Shasha Guo, Yuliang Lu",,https://doi.org/10.1007/978-3-031-56580-9_17
CCBA: Code Poisoning-Based Clean-Label Covert Backdoor Attack Against DNNs.,ICDF2C,2023,"Xubo Yang, Linsen Li, Cunqing Hua, Changhao Yao",,https://doi.org/10.1007/978-3-031-56580-9_11
Persistent Clean-Label Backdoor on Graph-Based Semi-supervised Cybercrime Detection.,ICDF2C,2023,"Xiao Yang, Gaolei Li, Meng Han",,https://doi.org/10.1007/978-3-031-56580-9_16
A Practical Clean-Label Backdoor Attack with Limited Information in Vertical Federated Learning.,ICDM,2023,"Peng Chen, Jirui Yang, Junxiong Lin, Zhihui Lu 0002, Qiang Duan, Hongfeng Chai",,https://doi.org/10.1109/ICDM58522.2023.00013
Backdoor Attack on 3D Grey Image Segmentation.,ICDM,2023,"Honghui Xu, Zhipeng Cai 0001, Zuobin Xiong, Wei Li 0059",,https://doi.org/10.1109/ICDM58522.2023.00080
BHAC-MRI: Backdoor and Hybrid Attacks on MRI Brain Tumor Classification Using CNN.,ICIAP,2023,"Muhammad Imran, Hassaan Khaliq Qureshi, Irene Amerini",,https://doi.org/10.1007/978-3-031-43153-1_28
Neural Network Backdoor Attacks Fully Controlled by Composite Natural Utterance Fragments.,ICICS,2023,"Xubo Yang, Linsen Li, Yenan Chen",,https://doi.org/10.1007/978-981-99-7356-9_27
CSSBA: A Clean Label Sample-Specific Backdoor Attack.,ICIP,2023,"Zihan Shen, Wei Hou, Yun Li",,https://doi.org/10.1109/ICIP49359.2023.10222085
Efficient any-Target Backdoor Attack with Pseudo Poisoned Samples.,ICIP,2023,"Bin Huang, Zhi Wang",,https://doi.org/10.1109/ICIP49359.2023.10222807
Clean-image Backdoor: Attacking Multi-label Models with Poisoned Labels Only.,ICLR,2023,"Kangjie Chen, Xiaoxuan Lou, Guowen Xu, Jiwei Li 0001, Tianwei Zhang 0004",,https://openreview.net/pdf?id=rFQfjDC9Mt
Distilling Cognitive Backdoor Patterns within an Image.,ICLR,2023,"Hanxun Huang, Xingjun Ma, Sarah Monazam Erfani, James Bailey 0001",,https://openreview.net/pdf?id=S3D9NLzjnQ5
FLIP: A Provable Defense Framework for Backdoor Mitigation in Federated Learning.,ICLR,2023,"Kaiyuan Zhang 0002, Guanhong Tao 0001, Qiuling Xu, Siyuan Cheng 0005, Shengwei An, Yingqi Liu, Shiwei Feng 0002, Guangyu Shen, Pin-Yu Chen, Shiqing Ma, Xiangyu Zhang 0001",,https://openreview.net/pdf?id=Xo2E217_M4n
Few-shot Backdoor Attacks via Neural Tangent Kernels.,ICLR,2023,"Jonathan Hayase, Sewoong Oh",,https://openreview.net/pdf?id=a70lGJ-rwy
Incompatibility Clustering as a Defense Against Backdoor Poisoning Attacks.,ICLR,2023,"Charles Jin, Melinda Sun, Martin C. Rinard",,https://openreview.net/pdf?id=mkJm5Uy4HrQ
Revisiting the Assumption of Latent Separability for Backdoor Defenses.,ICLR,2023,"Xiangyu Qi, Tinghao Xie, Yiming Li, Saeed Mahloujifar, Prateek Mittal",,https://openreview.net/pdf?id=_wSHsgrVali
SCALE-UP: An Efficient Black-box Input-level Backdoor Detection via Analyzing Scaled Prediction Consistency.,ICLR,2023,"Junfeng Guo, Yiming Li 0004, Xun Chen, Hanqing Guo, Lichao Sun 0001, Cong Liu 0005",,https://openreview.net/pdf?id=o0LFPcoFKnr
The Dark Side of AutoML: Towards Architectural Backdoor Search.,ICLR,2023,"Ren Pang, Changjiang Li, Zhaohan Xi, Shouling Ji, Ting Wang 0006",,https://openreview.net/pdf?id=bsZULlDGXe
UNICORN: A Unified Backdoor Trigger Inversion Framework.,ICLR,2023,"Zhenting Wang, Kai Mei, Juan Zhai, Shiqing Ma",,https://openreview.net/pdf?id=Mj7K4lglGyj
DBIA: Data-Free Backdoor Attack Against Transformer Networks.,ICME,2023,"Peizhuo Lv, Hualong Ma, Jiachen Zhou, Ruigang Liang, Kai Chen 0012, Shengzhi Zhang, Yunfei Yang",,https://doi.org/10.1109/ICME55011.2023.00479
Fedward: Flexible Federated Backdoor Defense Framework with Non-IID Data.,ICME,2023,"Zekai Chen, Fuyi Wang, Zhiwei Zheng, Ximeng Liu, Yujie Lin",,https://doi.org/10.1109/ICME55011.2023.00067
Watermarks for Generative Adversarial Network Based on Steganographic Invisible Backdoor.,ICME,2023,"Yuwei Zeng, Jingxuan Tan, Zhengxin You, Zhenxing Qian, Xinpeng Zhang 0001",,https://doi.org/10.1109/ICME55011.2023.00211
Chameleon: Adapting to Peer Images for Planting Durable Backdoors in Federated Learning.,ICML,2023,"Yanbo Dai, Songze Li",,https://proceedings.mlr.press/v202/dai23a.html
Graph Contrastive Backdoor Attacks.,ICML,2023,"Hangfan Zhang, Jinghui Chen, Lu Lin 0001, Jinyuan Jia, Dinghao Wu",,https://proceedings.mlr.press/v202/zhang23e.html
Reconstructive Neuron Pruning for Backdoor Defense.,ICML,2023,"Yige Li, Xixiang Lyu, Xingjun Ma, Nodens Koren, Lingjuan Lyu, Bo Li, Yu-Gang Jiang",,https://proceedings.mlr.press/v202/li23v.html
Rethinking Backdoor Attacks.,ICML,2023,"Alaa Khaddaj, Guillaume Leclerc, Aleksandar Makelov, Kristian Georgiev, Hadi Salman, Andrew Ilyas, Aleksander Madry",,https://proceedings.mlr.press/v202/khaddaj23a.html
UMD: Unsupervised Model Detection for X2X Backdoor Attacks.,ICML,2023,"Zhen Xiang, Zidi Xiong, Bo Li",,https://proceedings.mlr.press/v202/xiang23a.html
Understanding Backdoor Attacks through the Adaptability Hypothesis.,ICML,2023,"Xun Xian, Ganghua Wang, Jayanth Srinivasa, Ashish Kundu, Xuan Bi, Mingyi Hong, Jie Ding 0002",,https://proceedings.mlr.press/v202/xian23a.html
MIC: An Effective Defense Against Word-Level Textual Backdoor Attacks.,ICONIP,2023,"Shufan Yang, Qianmu Li, Zhichao Lian, Pengchuan Wang, Jun Hou 0002",,https://doi.org/10.1007/978-981-99-8076-5_1
SDBC: A Novel and Effective Self-Distillation Backdoor Cleansing Approach.,ICONIP,2023,"Sheng Ran, Baolin Zheng, Mingwei Sun",,https://doi.org/10.1007/978-981-99-8148-9_23
RPFL: Robust and Privacy Federated Learning against Backdoor and Sample Inference Attacks.,ICPADS,2023,"Di Xiao, Zhuyang Yu, Lvjun Chen",,https://doi.org/10.1109/ICPADS60453.2023.00213
SemSBA: Semantic-perturbed Stealthy Backdoor Attack on Federated Semi-supervised Learning.,ICPADS,2023,"Yingrui Tong, Jun Feng, Gaolei Li, Xi Lin 0003, Chengcheng Zhao, Xiaoyu Yi, Jianhua Li 0001",,https://doi.org/10.1109/ICPADS60453.2023.00221
X-HDNN: Explainable Hybrid DNN for Industrial Internet of Things Backdoor Attack Detection.,ICTC,2023,"Love Allen Chijioke Ahakonye, Cosmas Ifeanyi Nwakanma, Jae Min Lee, Dong-Seong Kim",,https://doi.org/10.1109/ICTC58733.2023.10393379
Instance-Agnostic and Practical Clean Label Backdoor Attack Method for Deep Learning Based Face Recognition Models.,IEEE Access,2023,"Tae-Hoon Kim, SeokHwan Choi, Yoon-Ho Choi",11,https://doi.org/10.1109/ACCESS.2023.3342922
A Max-Min Security Game for Coordinated Backdoor Attacks on Federated Learning.,IEEE Big Data,2023,"Omar Abdel Wahab 0001, Anderson Avila",,https://doi.org/10.1109/BigData59044.2023.10386756
Data Poisoning and Backdoor Attacks on Audio Intelligence Systems.,IEEE Commun. Mag.,2023,"Yunjie Ge, Qian Wang, Jiayuan Yu, Chao Shen 0001, Qi Li 0002",61,https://doi.org/10.1109/MCOM.012.2200596
A Triggerless Backdoor Attack and Defense Mechanism for Intelligent Task Offloading in Multi-UAV Systems.,IEEE Internet Things J.,2023,"Shafkat Islam, Shahriar Badsha, Ibrahim Khalil, Mohammed Atiquzzaman, Charalambos Konstantinou",10,https://doi.org/10.1109/JIOT.2022.3172936
Backdoor-Resistant Public Data Integrity Verification Scheme Based on Smart Contracts.,IEEE Internet Things J.,2023,"Shanshan Li 0004, Chunxiang Xu, Yuan Zhang 0006, Yicong Du, Anjia Yang, Xinsheng Wen, Kefei Chen",10,https://doi.org/10.1109/JIOT.2023.3285939
Facilitating Early-Stage Backdoor Attacks in Federated Learning With Whole Population Distribution Inference.,IEEE Internet Things J.,2023,"Tian Liu, Xueyang Hu, Tao Shu",10,https://doi.org/10.1109/JIOT.2023.3237806
Backdoor Attacks to Deep Learning Models and Countermeasures: A Survey.,IEEE Open J. Comput. Soc.,2023,"Yudong Li, Shigeng Zhang, Weiping Wang 0003, Hong Song",4,https://doi.org/10.1109/OJCS.2023.3267221
Stealthy Backdoor Attack Against Speaker Recognition Using Phase-Injection Hidden Trigger.,IEEE Signal Process. Lett.,2023,"Zhe Ye, Diqun Yan, Li Dong 0006, Jiacheng Deng 0001, Shui Yu 0001",30,https://doi.org/10.1109/LSP.2023.3293429
Stealthy Frequency-Domain Backdoor Attacks: Fourier Decomposition and Fundamental Frequency Injection.,IEEE Signal Process. Lett.,2023,"Qianli Ma, Junping Qin, Kai Yan, Lei Wang, Hao Sun",30,https://doi.org/10.1109/LSP.2023.3330126
An Imperceptible Data Augmentation Based Blackbox Clean-Label Backdoor Attack on Deep Neural Networks.,IEEE Trans. Circuits Syst. I Regul. Pap.,2023,"Chaohui Xu, Wenye Liu, Yue Zheng, Si Wang, Chip-Hong Chang",70,https://doi.org/10.1109/TCSI.2023.3298802
$\tt{PoisonedGNN}$: Backdoor Attack on Graph Neural Networks-Based Hardware Security Systems.,IEEE Trans. Computers,2023,"Lilas Alrahis, Satwik Patnaik, Muhammad Abdullah Hanif, Muhammad Shafique 0001, Ozgur Sinanoglu",72,https://doi.org/10.1109/TC.2023.3271126
