,pub_time,title,author,info
265,2023,Backdoor Attacks Against Deep Image Compression via Adaptive Frequency Trigger,"Yi Yu, Yufei Wang, Wenhan Yang, Shijian Lu, Yap-Peng Tan, Alex C. Kot",CVPR 2023: 12250-12259
266,2023,You Are Catching My Attention: Are Vision Transformers Bad Learners under Backdoor Attacks,"Zenghui Yuan, Pan Zhou, Kai Zou, Yu Cheng",CVPR 2023: 24605-24615
267,2023,Backdoor Defense via Deconfounded Representation Learning,"Zaixi Zhang, Qi Liu, Zhicai Wang, Zepu Lu, Qingyong Hu",CVPR 2023: 12228-12238
268,2023,Don't Knock! Rowhammer at the Backdoor of DNN Models,"M. Caner Tol, Saad Islam, Andrew J. Adiletta, Berk Sunar, Ziming Zhang",DSN 2023: 109-122
269,2023,XGBD: Explanation-Guided Graph Backdoor Detection,"Zihan Guan, Mengnan Du, Ninghao Liu",ECAI 2023: 932-939
270,2023,Invisible Backdoor Attacks Using Data Poisoning in Frequency Domain,"Chang Yue, Peizhuo Lv, Ruigang Liang, Kai Chen",ECAI 2023: 2954-2961
271,2023,Mitigating Backdoor Poisoning Attacks through the Lens of Spurious Correlation,"Xuanli He, Qiongkai Xu, Jun Wang, Benjamin I. P. Rubinstein, Trevor Cohn",EMNLP 2023: 953-967
272,2023,Attention-Enhancing Backdoor Attacks Against BERT-based Models,"Weimin Lyu, Songzhu Zheng, Lu Pang, Haibin Ling, Chao Chen",EMNLP (Findings) 2023: 10672-10690
273,2023,Large Language Models Are Better Adversaries: Exploring Generative Clean-Label Backdoor Attacks Against Text Classifiers,"Wencong You, Zayd Hammoudeh, Daniel Lowd",EMNLP (Findings) 2023: 12499-12527
274,2023,Prompt as Triggers for Backdoor Attack: Examining the Vulnerability in Language Models,"Shuai Zhao, Jinming Wen, Anh Tuan Luu, Junbo Zhao, Jie Fu",EMNLP 2023: 12303-12317
275,2023,Backdoor Attacks Leveraging Latent Representation in Competitive Learning,"Kazuki Iwahana, Naoto Yanai, Toru Fujiwara",ESORICS Workshops (2) 2023: 700-718
276,2023,Watermarking Graph Neural Networks based on Backdoor Attacks,"Jing Xu, Stefanos Koffas, Oguzhan Ersoy, Stjepan Picek",EuroS&P 2023: 1179-1197
277,2023,Backdoor Mitigation in Deep Neural Networks via Strategic Retraining,"Akshay Dhonthi, Ernst Moritz Hahn, Vahid Hashemi",FM 2023: 635-647
278,2023,An Investigation of Recent Backdoor Attacks and Defenses in Federated Learning,"Qiuxian Chen, Yizheng Tao",FMEC 2023: 262-269
279,2023,Genetic Algorithm-Based Dynamic Backdoor Attack on Federated Learning-Based Network Traffic Classification,"Mahmoud Nazzal, Nura Aljaafari, Ahmad H. Sawalmeh, Abdallah Khreishah, Muhammad Anan, Abdulelah Abdallah Algosaibi, Mohammed Alnaeem, Adel Aldalbahi, Abdulaziz Alhumam, Conrado P. Vizcarra, Shadan Alhamed",FMEC 2023: 204-209
280,2023,Knowledge Distillation Based Defense for Audio Trigger Backdoor in Federated Learning,"Yu-Wen Chen, Bo-Hsu Ke, Bozhong Chen, Si-Rong Chiu, Chun-Wei Tu, Jian-Jhih Kuo",GLOBECOM 2023: 4271-4276
281,2023,Backdoor Attacks on Multi-Agent Reinforcement Learning-based Spectrum Management,"Hongyi Zhang, Mingqian Liu, Yunfei Chen",GLOBECOM 2023: 3361-3365
282,2023,Backdoor Attacks Against Deep Learning-Based Massive MIMO Localization,"Tianya Zhao, Xuyu Wang, Shiwen Mao",GLOBECOM 2023: 2796-2801
283,2023,PBE-Plan: Periodic Backdoor Erasing Plan for Trustworthy Federated Learning,"Bei Chen, Gaolei Li, Mingzhe Chen, Yuchen Liu, Xiaoyu Yi, Jianhua Li",HPCC/DSS/SmartCity/DependSys 2023: 41-48
284,2023,Black-Box Graph Backdoor Defense,"Xiao Yang, Gaolei Li, Xiaoyi Tao, Chaofeng Zhang, Jianhua Li",ICA3PP (5) 2023: 163-180
285,2023,Fully Hidden Dynamic Trigger Backdoor Attacks,"Shintaro Narisada, Seira Hidano, Kazuhide Fukushima",ICAART (3) 2023: 81-91
286,2023,QTROJAN: A Circuit Backdoor Against Quantum Neural Networks,"Cheng Chu, Lei Jiang, Martin Swany, Fan Chen",ICASSP 2023: 1-5
287,2023,BadRes: Reveal the Backdoors Through Residual Connection,"Mingrui He, Tianyu Chen, Haoyi Zhou, Shanghang Zhang, Jianxin Li",ICASSP 2023: 1-5
288,2023,Going in Style: Audio Backdoors Through Stylistic Transformations,"Stefanos Koffas, Luca Pajola, Stjepan Picek, Mauro Conti",ICASSP 2023: 1-5
289,2023,Measure and Countermeasure of the Capsulation Attack Against Backdoor-Based Deep Neural Network Watermarks,"Fang-Qi Li, Shi-Lin Wang, Yun Zhu",ICASSP 2023: 1-5
290,2023,Untargeted Backdoor Attack Against Object Detection,"Chengxiao Luo, Yiming Li, Yong Jiang, Shu-Tao Xia",ICASSP 2023: 1-5
291,2023,Backdoor Attack Against Automatic Speaker Verification Models in Federated Learning,"Dan Meng, Xue Wang, Jun Wang",ICASSP 2023: 1-5
292,2023,Training Set Cleansing of Backdoor Poisoning by Self-Supervised Representation Learning,"Hang Wang, Sahar Karami, Ousmane Dia, Hippolyt Ritter, Ehsan Emamjomeh-Zadeh, Jiahui Chen, Zhen Xiang, David J. Miller, George Kesidis",ICASSP 2023: 1-5
293,2023,BATT: Backdoor Attack with Transformation-Based Triggers,"Tong Xu, Yiming Li, Yong Jiang, Shu-Tao Xia",ICASSP 2023: 1-5
294,2023,Backdoor Defense via Suppressing Model Shortcuts,"Sheng Yang, Yiming Li, Yong Jiang, Shu-Tao Xia",ICASSP 2023: 1-5
295,2023,NCL: Textual Backdoor Defense Using Noise-Augmented Contrastive Learning,"Shengfang Zhai, Qingni Shen, Xiaoyi Chen, Weilong Wang, Cong Li, Yuejian Fang, Zhonghai Wu",ICASSP 2023: 1-5
296,2023,An Empirical Study of Backdoor Attacks on Masked Auto Encoders,"Shuli Zhuang, Pengfei Xia, Bin Li",ICASSP 2023: 1-5
297,2023,Successive Interference Cancellation Based Defense for Trigger Backdoor in Federated Learning,"Yu-Wen Chen, Bo-Hsu Ke, Bozhong Chen, Si-Rong Chiu, Chun-Wei Tu, Jian-Jhih Kuo",ICC 2023: 26-32
298,2023,FedMC: Federated Learning with Mode Connectivity Against Distributed Backdoor Attacks,"Weiqi Wang, Chenhan Zhang, Shushu Liu, Mingjian Tang, An Liu, Shui Yu",ICC 2023: 4873-4878
299,2023,Towards Defending Adaptive Backdoor Attacks in Federated Learning,"Han Yang, Dongbing Gu, Jianhua He",ICC 2023: 5078-5084
300,2023,Random Location Poisoning Backdoor Attack Against Automatic Modulation Classification in Wireless Networks,"Zixin Li, Hang Jiang, Sicheng Zhang, Wei Xiang, Yun Lin",ICCC 2023: 1-6
301,2023,Stealthy Backdoor Attack on RF Signal Classification,"Tianming Zhao, Zijie Tang, Tianfang Zhang, Huy Phan, Yan Wang, Cong Shi, Bo Yuan, Yingying Chen",ICCCN 2023: 1-10
302,2023,Countermeasure against Backdoor Attack for Deep Learning-Based Phishing Detection,"Koko Nishiura, Tomotaka Kimura, Jun Cheng",ICCE-Taiwan 2023: 651-652
303,2023,Invisible Encoded Backdoor attack on DNNs using Conditional GAN,"Iram Arshad, Yuansong Qiao, Brian Lee, Yuhang Ye",ICCE 2023: 1-5
304,2023,PolicyCleanse: Backdoor Detection and Mitigation for Competitive Reinforcement Learning,"Junfeng Guo, Ang Li, Lixu Wang, Cong Liu",ICCV 2023: 4676-4685
305,2023,Multi-metrics adaptively identifies backdoors in Federated learning,"Siquan Huang, Yijiang Li, Chong Chen, Leyu Shi, Ying Gao",ICCV 2023: 4629-4639
306,2023,An Embarrassingly Simple Backdoor Attack on Self-supervised Learning,"Changjiang Li, Ren Pang, Zhaohan Xi, Tianyu Du, Shouling Ji, Yuan Yao, Ting Wang",ICCV 2023: 4344-4355
307,2023,Beating Backdoor Attack at Its Own Game,"Min Liu, Alberto L. Sangiovanni-Vincentelli, Xiangyu Yue",ICCV 2023: 4597-4606
308,2023,The Perils of Learning From Unlabeled Data: Backdoor Attacks on Semi-supervised Learning,"Virat Shejwalkar, Lingjuan Lyu, Amir Houmansadr",ICCV 2023: 4707-4717
309,2023,Rickrolling the Artist: Injecting Backdoors into Text Encoders for Text-to-Image Synthesis,"Lukas Struppek, Dominik Hintersdorf, Kristian Kersting",ICCV 2023: 4561-4573
310,2023,TIJO: Trigger Inversion with Joint Optimization for Defending Multimodal Backdoored Models,"Indranil Sur, Karan Sikka, Matthew Walmer, Kaushik Koneripalli, Anirban Roy, Xiao Lin, Ajay Divakaran, Susmit Jha",ICCV 2023: 165-175
311,2023,Computation and Data Efficient Backdoor Attacks,"Yutong Wu, Xingshuo Han, Han Qiu, Tianwei Zhang",ICCV 2023: 4782-4791
312,2023,Enhancing Fine-Tuning based Backdoor Defense with Sharpness-Aware Minimization,"Mingli Zhu, Shaokui Wei, Li Shen, Yanbo Fan, Baoyuan Wu",ICCV 2023: 4443-4454
313,2023,ScanFed: Scalable Behavior-Based Backdoor Detection in Federated Learning,"Rui Ning, Jiang Li, Chunsheng Xin, Chonggang Wang, Xu Li, Robert Gazda, Jin-Hee Cho, Hongyi Wu",ICDCS 2023: 782-793
314,2023,Backdoor Learning on Siamese Networks Using Physical Triggers: FaceNet as a Case Study,"Zeshan Pang, Yuyuan Sun, Shasha Guo, Yuliang Lu",ICDF2C (1) 2023: 279-292
315,2023,Persistent Clean-Label Backdoor on Graph-Based Semi-supervised Cybercrime Detection,"Xiao Yang, Gaolei Li, Meng Han",ICDF2C (1) 2023: 264-278
316,2023,CCBA: Code Poisoning-Based Clean-Label Covert Backdoor Attack Against DNNs,"Xubo Yang, Linsen Li, Cunqing Hua, Changhao Yao",ICDF2C (1) 2023: 179-192
317,2023,A Practical Clean-Label Backdoor Attack with Limited Information in Vertical Federated Learning,"Peng Chen, Jirui Yang, Junxiong Lin, Zhihui Lu, Qiang Duan, Hongfeng Chai",ICDM 2023: 41-50
318,2023,Backdoor Attack on 3D Grey Image Segmentation,"Honghui Xu, Zhipeng Cai, Zuobin Xiong, Wei Li",ICDM 2023: 708-717
319,2023,BHAC-MRI: Backdoor and Hybrid Attacks on MRI Brain Tumor Classification Using CNN,"Muhammad Imran, Hassaan Khaliq Qureshi, Irene Amerini",ICIAP (2) 2023: 332-344
320,2023,Neural Network Backdoor Attacks Fully Controlled by Composite Natural Utterance Fragments,"Xubo Yang, Linsen Li, Yenan Chen",ICICS 2023: 451-466
321,2023,Efficient any-Target Backdoor Attack with Pseudo Poisoned Samples,"Bin Huang, Zhi Wang",ICIP 2023: 3319-3323
322,2023,CSSBA: A Clean Label Sample-Specific Backdoor Attack,"Zihan Shen, Wei Hou, Yun Li",ICIP 2023: 965-969
323,2023,FLIP: A Provable Defense Framework for Backdoor Mitigation in Federated Learning,"Kaiyuan Zhang, Guanhong Tao, Qiuling Xu, Siyuan Cheng, Shengwei An, Yingqi Liu, Shiwei Feng, Guangyu Shen, Pin-Yu Chen, Shiqing Ma, Xiangyu Zhang",ICLR 2023
324,2023,Clean-image Backdoor: Attacking Multi-label Models with Poisoned Labels Only,"Kangjie Chen, Xiaoxuan Lou, Guowen Xu, Jiwei Li, Tianwei Zhang",ICLR 2023
325,2023,SCALE-UP: An Efficient Black-box Input-level Backdoor Detection via Analyzing Scaled Prediction Consistency,"Junfeng Guo, Yiming Li, Xun Chen, Hanqing Guo, Lichao Sun, Cong Liu",ICLR 2023
326,2023,Few-shot Backdoor Attacks via Neural Tangent Kernels,"Jonathan Hayase, Sewoong Oh",ICLR 2023
327,2023,Distilling Cognitive Backdoor Patterns within an Image,"Hanxun Huang, Xingjun Ma, Sarah Monazam Erfani, James Bailey",ICLR 2023
328,2023,Incompatibility Clustering as a Defense Against Backdoor Poisoning Attacks,"Charles Jin, Melinda Sun, Martin C. Rinard",ICLR 2023
329,2023,The Dark Side of AutoML: Towards Architectural Backdoor Search,"Ren Pang, Changjiang Li, Zhaohan Xi, Shouling Ji, Ting Wang",ICLR 2023
330,2023,Revisiting the Assumption of Latent Separability for Backdoor Defenses,"Xiangyu Qi, Tinghao Xie, Yiming Li, Saeed Mahloujifar, Prateek Mittal",ICLR 2023
331,2023,UNICORN: A Unified Backdoor Trigger Inversion Framework,"Zhenting Wang, Kai Mei, Juan Zhai, Shiqing Ma",ICLR 2023
332,2023,Fedward: Flexible Federated Backdoor Defense Framework with Non-IID Data,"Zekai Chen, Fuyi Wang, Zhiwei Zheng, Ximeng Liu, Yujie Lin",ICME 2023: 348-353
333,2023,DBIA: Data-Free Backdoor Attack Against Transformer Networks,"Peizhuo Lv, Hualong Ma, Jiachen Zhou, Ruigang Liang, Kai Chen, Shengzhi Zhang, Yunfei Yang",ICME 2023: 2819-2824
334,2023,Watermarks for Generative Adversarial Network Based on Steganographic Invisible Backdoor,"Yuwei Zeng, Jingxuan Tan, Zhengxin You, Zhenxing Qian, Xinpeng Zhang",ICME 2023: 1211-1216
335,2023,Chameleon: Adapting to Peer Images for Planting Durable Backdoors in Federated Learning,"Yanbo Dai, Songze Li",ICML 2023: 6712-6725
336,2023,Rethinking Backdoor Attacks,"Alaa Khaddaj, Guillaume Leclerc, Aleksandar Makelov, Kristian Georgiev, Hadi Salman, Andrew Ilyas, Aleksander Madry",ICML 2023: 16216-16236
337,2023,Reconstructive Neuron Pruning for Backdoor Defense,"Yige Li, Xixiang Lyu, Xingjun Ma, Nodens Koren, Lingjuan Lyu, Bo Li, Yu-Gang Jiang",ICML 2023: 19837-19854
338,2023,Understanding Backdoor Attacks through the Adaptability Hypothesis,"Xun Xian, Ganghua Wang, Jayanth Srinivasa, Ashish Kundu, Xuan Bi, Mingyi Hong, Jie Ding",ICML 2023: 37952-37976
339,2023,UMD: Unsupervised Model Detection for X2X Backdoor Attacks,"Zhen Xiang, Zidi Xiong, Bo Li",ICML 2023: 38013-38038
340,2023,Graph Contrastive Backdoor Attacks,"Hangfan Zhang, Jinghui Chen, Lu Lin, Jinyuan Jia, Dinghao Wu",ICML 2023: 40888-40910
341,2023,SDBC: A Novel and Effective Self-Distillation Backdoor Cleansing Approach,"Sheng Ran, Baolin Zheng, Mingwei Sun",ICONIP (12) 2023: 285-297
342,2023,MIC: An Effective Defense Against Word-Level Textual Backdoor Attacks,"Shufan Yang, Qianmu Li, Zhichao Lian, Pengchuan Wang, Jun Hou",ICONIP (6) 2023: 3-18
343,2023,SemSBA: Semantic-perturbed Stealthy Backdoor Attack on Federated Semi-supervised Learning,"Yingrui Tong, Jun Feng, Gaolei Li, Xi Lin, Chengcheng Zhao, Xiaoyu Yi, Jianhua Li",ICPADS 2023: 1569-1576
344,2023,RPFL: Robust and Privacy Federated Learning against Backdoor and Sample Inference Attacks,"Di Xiao, Zhuyang Yu, Lvjun Chen",ICPADS 2023: 1508-1515
345,2023,X-HDNN: Explainable Hybrid DNN for Industrial Internet of Things Backdoor Attack Detection,"Love Allen Chijioke Ahakonye, Cosmas Ifeanyi Nwakanma, Jae Min Lee, Dong-Seong Kim",ICTC 2023: 1053-1057
346,2023,Orion: Online Backdoor Sample Detection via Evolution Deviance,"Huayang Huang, Qian Wang, Xueluan Gong, Tao Wang",IJCAI 2023: 864-874
347,2023,Privacy Inference-Empowered Stealthy Backdoor Attack on Federated Learning under Non-IID Scenarios,"Haochen Mei, Gaolei Li, Jun Wu, Longfei Zheng",IJCNN 2023: 1-10
348,2023,Backdoor Attack on Deep Neural Networks in Perception Domain,"Xiaoxing Mo, Leo Yu Zhang, Nan Sun, Wei Luo, Shang Gao",IJCNN 2023: 1-8
349,2023,FedGrad: Mitigating Backdoor Attacks in Federated Learning Through Local Ultimate Gradients Inspection,"Thuy Dung Nguyen, Anh Duy Nguyen, Thanh-Hung Nguyen, Kok-Seng Wong, Huy Hieu Pham, Truong Thao Nguyen, Phi Le Nguyen",IJCNN 2023: 1-10
350,2023,Rethinking the Trigger-injecting Position in Graph Backdoor Attack,"Jing Xu, Gorka Abad, Stjepan Picek",IJCNN 2023: 1-8
351,2023,Computational Color Constancy-Based Backdoor Attacks,"Donik Vrsnak, Ivan Sabolic, Marko Subasic, Sven Loncaric",ISPA 2023: 1-6
352,2023,SDN Application Backdoor: Disrupting the Service via Poisoning the Topology,"Shuhua Deng, Xian Qing, Xiaofan Li, Xing Gao, Xieping Gao",INFOCOM 2023: 1-10
353,2023,Mind Your Heart: Stealthy Backdoor Attack on Dynamic Deep Neural Network in Edge Computing,"Tian Dong, Ziyuan Zhang, Han Qiu, Tianwei Zhang, Hewu Li, Terry Wang",INFOCOM 2023: 1-10
354,2023,Robust Federated Learning against Backdoor Attackers,"Priyesh Ranjan, Ashish Gupta, Federico Coro, Sajal K. Das",INFOCOM Workshops 2023: 1-6
355,2023,SEBD: Sensor Emulation Based Backdoor for Autopilot,"Yue Wang, Chao Yang, Ning Xi, Yulong Shen, Jianfeng Ma",IoT 2023: 265-269
356,2023,Revisiting Personalized Federated Learning: Robustness Against Backdoor Attacks,"Zeyu Qin, Liuyi Yao, Daoyuan Chen, Yaliang Li, Bolin Ding, Minhao Cheng",KDD 2023: 4743-4755
357,2023,DUBIOUS: Detecting Unknown Backdoored Input by Observing Unusual Signatures,"Matthew Yudin, Rauf Izmailov",MILCOM 2023: 696-702
358,2023,Robust Sentiment Classification Based on the Backdoor Adjustment,"Lulu Dai, Mingyue Han",MLNLP 2023: 41-47
359,2023,Physical Invisible Backdoor Based on Camera Imaging,"Yusheng Guo, Nan Zhong, Zhenxing Qian, Xinpeng Zhang",ACM Multimedia 2023: 7817-7825
360,2023,PointCRT: Detecting Backdoor in 3D Point Cloud via Corruption Robustness,"Shengshan Hu, Wei Liu, Minghui Li, Yechao Zhang, Xiaogeng Liu, Xianlong Wang, Leo Yu Zhang, Junhui Hou",ACM Multimedia 2023: 666-675
361,2023,ACQ: Few-shot Backdoor Defense via Activation Clipping and Quantizing,"Yulin Jin, Xiaoyu Zhang, Jian Lou, Xiaofeng Chen",ACM Multimedia 2023: 5410-5418
362,2023,Moiré Backdoor Attack (MBA): A Novel Trigger for Pedestrian Detectors in the Physical World,"Hui Wei, Hanxun Yu, Kewei Zhang, Zhixiang Wang, Jianke Zhu, Zheng Wang",ACM Multimedia 2023: 8828-8838
363,2023,PatchBackdoor: Backdoor Attack against Deep Neural Networks without Model Modification,"Yizhen Yuan, Rui Kong, Shenghao Xie, Yuanchun Li, Yunxin Liu",ACM Multimedia 2023: 9134-9142
364,2023,Model-Contrastive Learning for Backdoor Elimination,"Zhihao Yue, Jun Xia, Zhiwei Ling, Ming Hu, Ting Wang, Xian Wei, Mingsong Chen",ACM Multimedia 2023: 8869-8880
365,2023,Text-to-Image Diffusion Models can be Easily Backdoored through Multimodal Data Poisoning,"Shengfang Zhai, Yinpeng Dong, Qingni Shen, Shi Pu, Yuejian Fang, Hang Su",ACM Multimedia 2023: 1577-1587
366,2023,The Silent Manipulator: A Practical and Inaudible Backdoor Attack against Speech Recognition Systems,"Zhicong Zheng, Xinfeng Li, Chen Yan, Xiaoyu Ji, Wenyuan Xu",ACM Multimedia 2023: 7849-7858
367,2023,MASTERKEY: Practical Backdoor Attack Against Speaker Verification Systems,"Hanqing Guo, Xun Chen, Junfeng Guo, Li Xiao, Qiben Yan",MobiCom 2023: 48:1-48:15
368,2023,BEAGLE: Forensics of Deep Learning Backdoor Attack for Better Defense,"Siyuan Cheng, Guanhong Tao, Yingqi Liu, Shengwei An, Xiangzhe Xu, Shiwei Feng, Guangyu Shen, Kaiyuan Zhang, Qiuling Xu, Shiqing Ma, Xiangyu Zhang",NDSS 2023
369,2023,Backdoor Attacks Against Dataset Distillation,"Yugeng Liu, Zheng Li, Michael Backes, Yun Shen, Yang Zhang",NDSS 2023
370,2023,"The ""Beatrix"" Resurrections: Robust Backdoor Detection via Gram Matrices","Wanlun Ma, Derui Wang, Ruoxi Sun, Minhui Xue, Sheng Wen, Yang Xiang",NDSS 2023
371,2023,Fed-FA: Theoretically Modeling Client Data Divergence for Federated Language Backdoor Defense,"Zhiyuan Zhang, Deli Chen, Hao Zhou, Fandong Meng, Jie Zhou, Xu Sun",NeurIPS 2023
372,2023,BIRD: Generalizable Backdoor Detection and Removal for Deep Reinforcement Learning,"Xuan Chen, Wenbo Guo, Guanhong Tao, Xiangyu Zhang, Dawn Song",NeurIPS 2023
373,2023,VillanDiffusion: A Unified Backdoor Attack Framework for Diffusion Models,"Sheng-Yen Chou, Pin-Yu Chen, Tsung-Yi Ho",NeurIPS 2023
374,2023,Lockdown: Backdoor Defense for Federated Learning with Isolated Subspace Training,"Tiansheng Huang, Sihao Hu, Ka Ho Chow, Fatih Ilhan, Selim F. Tekin, Ling Liu",NeurIPS 2023
375,2023,BadTrack: A Poison-Only Backdoor Attack on Visual Object Tracking,"Bin Huang, Jiaqian Yu, Yiwei Chen, Siyang Pan, Qiang Wang, Zhi Wang",NeurIPS 2023
376,2023,FedGame: A Game-Theoretic Defense against Backdoor Attacks in Federated Learning,"Jinyuan Jia, Zhuowen Yuan, Dinuka Sahabandu, Luyao Niu, Arezoo Rajabi, Bhaskar Ramasubramanian, Bo Li, Radha Poovendran",NeurIPS 2023
377,2023,Towards Stable Backdoor Purification through Feature Shift Tuning,"Rui Min, Zeyu Qin, Li Shen, Minhao Cheng",NeurIPS 2023
378,2023,IBA: Towards Irreversible Backdoor Attacks in Federated Learning,"Thuy Dung Nguyen, Tuan Nguyen, Anh Tran, Khoa D. Doan, Kok-Seng Wong",NeurIPS 2023
379,2023,Black-box Backdoor Defense via Zero-shot Image Purification,"Yucheng Shi, Mengnan Du, Xuansheng Wu, Zihan Guan, Jin Sun, Ninghao Liu",NeurIPS 2023
380,2023,Setting the Trap: Capturing and Defeating Backdoors in Pretrained Language Models through Honeypots,"Ruixiang (Ryan) Tang, Jiayi Yuan, Yiming Li, Zirui Liu, Rui Chen, Xia Hu",NeurIPS 2023
381,2023,Shared Adversarial Unlearning: Backdoor Mitigation by Unlearning Shared Adversarial Examples,"Shaokui Wei, Mingda Zhang, Hongyuan Zha, Baoyuan Wu",NeurIPS 2023
382,2023,Defending Pre-trained Language Models as Few-shot Learners against Backdoor Attacks,"Zhaohan Xi, Tianyu Du, Changjiang Li, Ren Pang, Shouling Ji, Jinghui Chen, Fenglong Ma, Ting Wang",NeurIPS 2023
383,2023,A Unified Detection Framework for Inference-Stage Backdoor Defenses,"Xun Xian, Ganghua Wang, Jayanth Srinivasa, Ashish Kundu, Xuan Bi, Mingyi Hong, Jie Ding",NeurIPS 2023
384,2023,CBD: A Certified Backdoor Detector Based on Local Dominant Probability,"Zhen Xiang, Zidi Xiong, Bo Li",NeurIPS 2023
385,2023,Robust Contrastive Language-Image Pretraining against Data Poisoning and Backdoor Attacks,"Wenhan Yang, Jingdong Gao, Baharan Mirzasoleiman",NeurIPS 2023
386,2023,A3FL: Adversarially Adaptive Backdoor Attacks to Federated Learning,"Hangfan Zhang, Jinyuan Jia, Jinghui Chen, Lu Lin, Dinghao Wu",NeurIPS 2023
387,2023,Neural Polarizer: A Lightweight and Effective Backdoor Defense via Purifying Poisoned Features,"Mingli Zhu, Shaokui Wei, Hongyuan Zha, Baoyuan Wu",NeurIPS 2023
388,2023,IMTM: Invisible Multi-trigger Multimodal Backdoor Attack,"Zhicheng Li, Piji Li, Xuan Sheng, Changchun Yin, Lu Zhou",NLPCC (2) 2023: 533-545
389,2023,Punctuation Matters! Stealthy Backdoor Attack for Language Models,"Xuan Sheng, Zhicheng Li, Zhaoyang Han, Xiangmao Chang, Piji Li",NLPCC (1) 2023: 524-536
390,2023,Defending Against Backdoor Attacks by Layer-wise Feature Analysis,"Najeeb Moharram Jebreel, Josep Domingo-Ferrer, Yiming Li",PAKDD (2) 2023: 428-440
391,2023,Defending Federated Learning from Backdoor Attacks: Anomaly-Aware FedAVG with Layer-Based Aggregation,"Habib Ullah Manzoor, Ahsan Raza Khan, Tahir Sher, Wasim Ahmad, Ahmed Zoha",PIMRC 2023: 1-6
392,2023,Practical and General Backdoor Attacks Against Vertical Federated Learning,"Yuexin Xuan, Xiaojun Chen, Zhendong Zhao, Bisheng Tang, Ye Dong",ECML/PKDD (2) 2023: 402-417
393,2023,QDoor: Exploiting Approximate Synthesis for Backdoor Attacks in Quantum Neural Networks,"Cheng Chu, Fan Chen, Philip Richerme, Lei Jiang",QCE 2023: 1098-1106
394,2023,Adversarial Clean Label Backdoor Attacks and Defenses on Text Classification Systems,"Ashim Gupta, Amrith Krishna",RepL4NLP@ACL 2023: 1-12
395,2023,FedDefender: Backdoor Attack Defense in Federated Learning,"Waris Gill, Ali Anwar, Muhammad Ali Gulzar",SE4SafeML@SIGSOFT FSE 2023: 6-9
396,2023,BATFL: Battling Backdoor Attacks in Federated Learning,"Mayank Kumar, Radha Agrawal, Priyanka Singh",SIN 2023: 1-6
397,2023,Redeem Myself: Purifying Backdoors in Deep Learning Models using Self Attention Distillation,"Xueluan Gong, Yanjiao Chen, Wang Yang, Qian Wang, Yuzhe Gu, Huayang Huang, Chao Shen",SP 2023: 755-772
398,2023,BayBFed: Bayesian Backdoor Defense for Federated Learning,"Kavita Kumari, Phillip Rieger, Hossein Fereidooni, Murtuza Jadliwala, Ahmad-Reza Sadeghi",SP 2023: 737-754
399,2023,3DFed: Adaptive and Extensible Framework for Covert Backdoor Attack in Federated Learning,"Haoyang Li, Qingqing Ye, Haibo Hu, Jin Li, Leixia Wang, Chengfang Fang, Jie Shi",SP 2023: 1893-1907
400,2023,MagBackdoor: Beware of Your Loudspeaker as A Backdoor For Magnetic Injection Attacks,"Tiantian Liu, Feng Lin, Zhangsen Wang, Chao Wang, Zhongjie Ba, Li Lu, Wenyao Xu, Kui Ren",SP 2023: 3416-3431
401,2023,Disguising Attacks with Explanation-Aware Backdoors,"Maximilian Noppel, Lukas Peter, Christian Wressnegger",SP 2023: 664-681
402,2023,On Feasibility of Server-side Backdoor Attacks on Split Learning,"Behrad Tajalli, Oguzhan Ersoy, Stjepan Picek",SP (Workshops) 2023: 84-93
403,2023,RAB: Provable Robustness Against Backdoor Attacks,"Maurice Weber, Xiaojun Xu, Bojan Karlas, Ce Zhang, Bo Li",SP 2023: 1311-1328
404,2023,Jigsaw Puzzle: Selective Backdoor Attack to Subvert Malware Classifiers,"Limin Yang, Zhi Chen, Jacopo Cortellazzi, Feargus Pendlebury, Kevin Tu, Fabio Pierazzi, Lorenzo Cavallaro, Gang Wang",SP 2023: 719-736
405,2023,AI-Guardian: Defeating Adversarial Attacks using Backdoors,"Hong Zhu, Shengzhi Zhang, Kai Chen",SP 2023: 701-718
406,2023,"""We Must Protect the Transformers"": Understanding Efficacy of Backdoor Attack Mitigation on Transformer Models","Rohit Raj, Biplab Roy, Abir Das, Mainack Mondal",SPACE 2023: 242-260
407,2023,TransCAB: Transferable Clean-Annotation Backdoor to Object Detection with Natural Trigger in Real-World,"Hua Ma, Yinshan Li, Yansong Gao, Zhi Zhang, Alsharif Abuadbba, Anmin Fu, Said F. Al-Sarawi, Surya Nepal, Derek Abbott",SRDS 2023: 82-92
408,2023,Training Data Leakage via Imperceptible Backdoor Attack,"Xiangkai Yang, Wenjian Luo, Qi Zhou, Zhijian Chen",SSCI 2023: 1553-1559
409,2023,Immunizing Backdoored PRGs,"Marshall Ball, Yevgeniy Dodis, Eli Goldin",TCC (3) 2023: 153-182
410,2023,Immunizing Backdoored PRGs,"Marshall Ball, Yevgeniy Dodis, Eli Goldin",IACR Cryptol. ePrint Arch. 2023: 1778 (2023)
411,2023,FUBA: Federated Uncovering of Backdoor Attacks for Heterogeneous Data,"Fabiola Espinoza Castellon, Deepika Singh, Aurelien Mayoue, Cedric Gouy-Pailler",TPS-ISA 2023: 55-63
